source,target,type
5386062931435896,7116144690986974,undirected
1383760348242032,7971746186284183,undirected
6883843074045617,2593047380312162,undirected
8324947891255931,9638195936355666,undirected
0219130424340126,3192404941970865,undirected
3862323454964593,7069490237460487,undirected
9130636398171508,3296337995365996,undirected
1521815731111261,3790201696145434,undirected
1521815731111261,2171782600728348,undirected
3790201696145434,2171782600728348,undirected
0196062088104144,9121022613112821,undirected
0196062088104144,9334825640676043,undirected
0196062088104144,7116144690986974,undirected
9121022613112821,9334825640676043,undirected
9121022613112821,7116144690986974,undirected
9334825640676043,7116144690986974,undirected
9494858512482573,6428391549824795,undirected
9494858512482573,9835944306956139,undirected
6428391549824795,9835944306956139,undirected
7577772992777777,5099817020818497,undirected
1096941114079527,1350166605717268,undirected
3981544165790361,5057399141179465,undirected
2000268908146570,4860756897513148,undirected
0585275459373074,3156942927958240,undirected
0585275459373074,3156942927958240,undirected
5240057556076011,5224699245136471,undirected
8709856465061922,1573568521807396,undirected
9919214482621635,1655930426274093,undirected
5386062931435896,7116144690986974,undirected
4966250654143157,9487149052862292,undirected
8967731678524841,0218572658627924,undirected
8324947891255931,9638195936355666,undirected
4006949610964277,6101743767405151,undirected
4101562077663619,3313511334783986,undirected
2428482958068947,4115142289440616,undirected
2000268908146570,5224699245136471,undirected
5224699245136471,2000268908146570,undirected
3563923906851611,2050632960242405,undirected
3981544165790361,5057399141179465,undirected
3612754707916354,4234360237099660,undirected
4348768274838297,4944566327462950,undirected
8524760938278414,0557441092827008,undirected
8524760938278414,0557441092827008,undirected
1811798221105264,6028875897440363,undirected
1295830096050244,6000555130897973,undirected
9835944306956139,6428391549824795,undirected
3986808120771884,8226609855788662,undirected
8584847275614715,9860198740160829,undirected
1096941114079527,1350166605717268,undirected
8482879593346361,1890215543234184,undirected
2050632960242405,7892247821251194,undirected
2050632960242405,1424808046858622,undirected
7892247821251194,1424808046858622,undirected
0305869466590867,0243149516560011,undirected
1521815731111261,0704592200063682,undirected
5668994764098997,0683060368138422,undirected
4234360237099660,3612754707916354,undirected
3652000480240703,3555985801682296,undirected
4966250654143157,9487149052862292,undirected
4966250654143157,9487149052862292,undirected
4966250654143157,9487149052862292,undirected
8709856465061922,1573568521807396,undirected
8386199958417039,4497184844489181,undirected
6830890364021965,4705450652848752,undirected
4101562077663619,3313511334783986,undirected
1350166605717268,4418446095942420,undirected
5240057556076011,6421376821173997,undirected
8643326070341221,1786889674911887,undirected
1739441747281321,9487149052862292,undirected
3196088341529197,1786889674911887,undirected
7610691318634782,8782974914845411,undirected
2204782841421432,3823772604133067,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
3460324370874535,7356987381643055,undirected
1521815731111261,3078416821864516,undirected
9919214482621635,9975336655023605,undirected
6277677816402902,0121030502015990,undirected
9958911480006585,0196062088104144,undirected
9958911480006585,7116144690986974,undirected
0196062088104144,7116144690986974,undirected
6991802488982626,2790322814354811,undirected
5791374040522410,2603615490605090,undirected
8324947891255931,9638195936355666,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
2204782841421432,3823772604133067,undirected
5378223254905812,8482879593346361,undirected
5378223254905812,1890215543234184,undirected
8482879593346361,1890215543234184,undirected
7616014551812078,0866064520436785,undirected
3251775617012106,4620227627509693,undirected
5525412512514279,7442065041545287,undirected
1906417107233255,9975336655023605,undirected
8709856465061922,1573568521807396,undirected
4641115930599322,6365802763792644,undirected
1346051833944265,4518468396724252,undirected
1346051833944265,6172444596432896,undirected
4518468396724252,6172444596432896,undirected
3196088341529197,1566076687226024,undirected
1521815731111261,3790201696145434,undirected
4234360237099660,3612754707916354,undirected
4791953150250289,6195088696542157,undirected
5370402791671277,4194875028507925,undirected
7116144690986974,0196062088104144,undirected
8324947891255931,9638195936355666,undirected
0390877386572540,6279787361233994,undirected
7648617323415171,0193920171889480,undirected
8324947891255931,9638195936355666,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
3664542068808127,4208847621549079,undirected
3664542068808127,7189047185126427,undirected
3664542068808127,4208847621549079,undirected
3664542068808127,7189047185126427,undirected
4208847621549079,7189047185126427,undirected
4208847621549079,3664542068808127,undirected
4208847621549079,7189047185126427,undirected
7189047185126427,3664542068808127,undirected
7189047185126427,4208847621549079,undirected
3664542068808127,4208847621549079,undirected
3664542068808127,7189047185126427,undirected
4208847621549079,7189047185126427,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
3157052111423047,2688867254405717,undirected
0746844511320579,3196088341529197,undirected
2603615490605090,1697544939230109,undirected
5386062931435896,7116144690986974,undirected
2763241614261951,8076487547964658,undirected
8540039840052671,9390684995004903,undirected
0373218283700156,9391126971766027,undirected
0373218283700156,7509542762359972,undirected
9391126971766027,7509542762359972,undirected
9919214482621635,4115142289440616,undirected
9919214482621635,1655930426274093,undirected
9919214482621635,4644812253875832,undirected
9919214482621635,8782974914845411,undirected
4115142289440616,9919214482621635,undirected
4115142289440616,1655930426274093,undirected
4115142289440616,4644812253875832,undirected
4115142289440616,8782974914845411,undirected
9919214482621635,1655930426274093,undirected
9919214482621635,4644812253875832,undirected
9919214482621635,8782974914845411,undirected
1655930426274093,4644812253875832,undirected
1655930426274093,8782974914845411,undirected
4644812253875832,8782974914845411,undirected
6172444596432896,2918031968780363,undirected
4966250654143157,9487149052862292,undirected
2171782600728348,3790201696145434,undirected
6148546666142551,2050632960242405,undirected
6552120101074110,3434512478247756,undirected
6280535949457623,4314333312231595,undirected
1521815731111261,3078416821864516,undirected
5212837629822557,2204207812156880,undirected
0038379786333088,7845109658009909,undirected
4100059268154953,2918031968780363,undirected
0806893389732831,3835364244120054,undirected
2204782841421432,3823772604133067,undirected
7610691318634782,8952227827337083,undirected
3726906309882939,5246036827089404,undirected
3726906309882939,3612754707916354,undirected
5246036827089404,3612754707916354,undirected
4638191438691207,3547672971050734,undirected
1521815731111261,3790201696145434,undirected
9121022613112821,7814534710550639,undirected
3613664703389917,3434512478247756,undirected
1786889674911887,6074823609119433,undirected
3862323454964593,3691130692268611,undirected
3862323454964593,3251775617012106,undirected
3691130692268611,3251775617012106,undirected
8324947891255931,9638195936355666,undirected
4565280110542281,8952227827337083,undirected
5536581176269255,0775094124722433,undirected
1786889674911887,7428527229752028,undirected
1786889674911887,3196088341529197,undirected
7428527229752028,3196088341529197,undirected
3026883089369751,9070169199863154,undirected
5386062931435896,7116144690986974,undirected
3986808120771884,8226609855788662,undirected
1732335820166339,2256141988015714,undirected
1424808046858622,2050632960242405,undirected
3862323454964593,3691130692268611,undirected
2571118228946592,1505814835374901,undirected
2571118228946592,7288728943944810,undirected
1505814835374901,7288728943944810,undirected
5212837629822557,2204207812156880,undirected
2763241614261951,1423739481002930,undirected
4234360237099660,3612754707916354,undirected
6830890364021965,7045841310190812,undirected
3590425032022049,4220998164028087,undirected
5464023129390042,6969855749872267,undirected
6428391549824795,9494858512482573,undirected
0585275459373074,4343042937109951,undirected
0585275459373074,9037851096639400,undirected
4343042937109951,9037851096639400,undirected
2428482958068947,4115142289440616,undirected
3862323454964593,3691130692268611,undirected
0038834352434243,7467902956357217,undirected
4101562077663619,3313511334783986,undirected
7421096523152034,8948264943492897,undirected
7421096523152034,2059106275042599,undirected
7421096523152034,6969855749872267,undirected
8948264943492897,2059106275042599,undirected
8948264943492897,6969855749872267,undirected
2059106275042599,6969855749872267,undirected
9030393989484539,4300374710235171,undirected
8709856465061922,1573568521807396,undirected
3612754707916354,4234360237099660,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
9575599426631865,5277890125838184,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
3313511334783986,4101562077663619,undirected
3313511334783986,4101562077663619,undirected
3313511334783986,4101562077663619,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
3313511334783986,4101562077663619,undirected
4101562077663619,3313511334783986,undirected
5212837629822557,2204207812156880,undirected
9352141379363877,8248984158865213,undirected
5386062931435896,7116144690986974,undirected
7356987381643055,5436095547235417,undirected
0196062088104144,7116144690986974,undirected
0196062088104144,9334825640676043,undirected
7116144690986974,9334825640676043,undirected
2428482958068947,4115142289440616,undirected
2428482958068947,4115142289440616,undirected
5246036827089404,3612754707916354,undirected
1449325387951939,2503857173857995,undirected
7284979278814338,5453814076903614,undirected
9334825640676043,7552747227876113,undirected
9334825640676043,0196062088104144,undirected
9334825640676043,7116144690986974,undirected
9334825640676043,9003227735210843,undirected
7552747227876113,0196062088104144,undirected
7552747227876113,7116144690986974,undirected
7552747227876113,9003227735210843,undirected
0196062088104144,7116144690986974,undirected
0196062088104144,9003227735210843,undirected
7116144690986974,9003227735210843,undirected
4377823656746439,3434512478247756,undirected
4377823656746439,3434512478247756,undirected
9799389226878328,8034974380506564,undirected
3986808120771884,8226609855788662,undirected
1573696350142408,0943676308486509,undirected
1786889674911887,6074823609119433,undirected
9575599426631865,6919374280380925,undirected
5240057556076011,2039484969238906,undirected
8208321680851413,0775094124722433,undirected
9919214482621635,9975336655023605,undirected
6552120101074110,3434512478247756,undirected
2050632960242405,1424808046858622,undirected
1096941114079527,1350166605717268,undirected
6593348993813533,8961360348378314,undirected
6593348993813533,0746844511320579,undirected
6593348993813533,3196088341529197,undirected
6593348993813533,6151812674860423,undirected
8961360348378314,0746844511320579,undirected
8961360348378314,3196088341529197,undirected
8961360348378314,6151812674860423,undirected
0746844511320579,3196088341529197,undirected
0746844511320579,6151812674860423,undirected
3196088341529197,6151812674860423,undirected
6047434055828372,3576937472687059,undirected
6047434055828372,3576937472687059,undirected
9631665928287598,7068648540073233,undirected
7421096523152034,7288728943944810,undirected
7421096523152034,8248694058459510,undirected
7288728943944810,8248694058459510,undirected
1573696350142408,0943676308486509,undirected
8961360348378314,3196088341529197,undirected
6074823609119433,1786889674911887,undirected
9919214482621635,9975336655023605,undirected
4300374710235171,9030393989484539,undirected
6552120101074110,3434512478247756,undirected
2428482958068947,4115142289440616,undirected
1955313077111684,1715387197125009,undirected
1955313077111684,1715387197125009,undirected
1715387197125009,1955313077111684,undirected
1955313077111684,1715387197125009,undirected
0704592200063682,2171782600728348,undirected
8988021201825358,5436095547235417,undirected
9835944306956139,6428391549824795,undirected
0196062088104144,7116144690986974,undirected
8324947891255931,9638195936355666,undirected
1739997490142452,3823772604133067,undirected
9121022613112821,7814534710550639,undirected
5386062931435896,7116144690986974,undirected
2665536223113975,4245795847992951,undirected
2665536223113975,7116144690986974,undirected
2665536223113975,5554403984004797,undirected
2665536223113975,4245795847992951,undirected
2665536223113975,7116144690986974,undirected
2665536223113975,5554403984004797,undirected
4245795847992951,7116144690986974,undirected
4245795847992951,5554403984004797,undirected
4245795847992951,2665536223113975,undirected
4245795847992951,7116144690986974,undirected
4245795847992951,5554403984004797,undirected
7116144690986974,5554403984004797,undirected
7116144690986974,2665536223113975,undirected
7116144690986974,4245795847992951,undirected
7116144690986974,5554403984004797,undirected
5554403984004797,2665536223113975,undirected
5554403984004797,4245795847992951,undirected
5554403984004797,7116144690986974,undirected
2665536223113975,4245795847992951,undirected
2665536223113975,7116144690986974,undirected
2665536223113975,5554403984004797,undirected
4245795847992951,7116144690986974,undirected
4245795847992951,5554403984004797,undirected
7116144690986974,5554403984004797,undirected
6830890364021965,6783098511109297,undirected
6619655352703419,4648606349435392,undirected
5386062931435896,7116144690986974,undirected
3992443023418750,4455461576886254,undirected
3251775617012106,4620227627509693,undirected
9919214482621635,1655930426274093,undirected
9121022613112821,9334825640676043,undirected
9352141379363877,8248984158865213,undirected
3612754707916354,4234360237099660,undirected
0218572658627924,2039484969238906,undirected
8324947891255931,9638195936355666,undirected
1096941114079527,1350166605717268,undirected
6603846176805901,5194857133589062,undirected
3664542068808127,4208847621549079,undirected
7610691318634782,1015123948704942,undirected
4101562077663619,3313511334783986,undirected
4038930548278283,1505814835374901,undirected
3235411510513631,7288728943944810,undirected
3235411510513631,7814534710550639,undirected
7288728943944810,7814534710550639,undirected
3862323454964593,7069490237460487,undirected
0264507249396186,3862323454964593,undirected
0264507249396186,9471729317633233,undirected
0264507249396186,6976756962014956,undirected
3862323454964593,9471729317633233,undirected
3862323454964593,6976756962014956,undirected
9471729317633233,6976756962014956,undirected
1786889674911887,3196088341529197,undirected
3942873167692597,2810178737123828,undirected
3942873167692597,6800465414187879,undirected
2810178737123828,6800465414187879,undirected
2428482958068947,4115142289440616,undirected
7421096523152034,9121022613112821,undirected
7421096523152034,7814534710550639,undirected
9121022613112821,7814534710550639,undirected
3196088341529197,8359794088105618,undirected
9965179528211029,2655971275067006,undirected
1573696350142408,0943676308486509,undirected
3460324370874535,1682809920110401,undirected
8181788948588711,3470631281527496,undirected
1573696350142408,0943676308486509,undirected
1279718896473161,9883049510219814,undirected
1172048837222922,3737497007063301,undirected
7593401056686943,9606423021395978,undirected
7123893211784246,9115240302013351,undirected
7123893211784246,5894768661755535,undirected
7123893211784246,8122726966249105,undirected
9115240302013351,5894768661755535,undirected
9115240302013351,8122726966249105,undirected
5894768661755535,8122726966249105,undirected
0080024407634503,7751165217092418,undirected
9121022613112821,3283598158176491,undirected
9121022613112821,7814534710550639,undirected
3283598158176491,7814534710550639,undirected
1786889674911887,5397462709925011,undirected
1786889674911887,3196088341529197,undirected
1786889674911887,1566076687226024,undirected
5397462709925011,3196088341529197,undirected
5397462709925011,1566076687226024,undirected
3196088341529197,1566076687226024,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
4101562077663619,3313511334783986,undirected
6593348993813533,8961360348378314,undirected
6593348993813533,0746844511320579,undirected
6593348993813533,3196088341529197,undirected
6593348993813533,6151812674860423,undirected
8961360348378314,0746844511320579,undirected
8961360348378314,3196088341529197,undirected
8961360348378314,6151812674860423,undirected
0746844511320579,3196088341529197,undirected
0746844511320579,6151812674860423,undirected
3196088341529197,6151812674860423,undirected
9228786571948060,5194857133589062,undirected
8324947891255931,9638195936355666,undirected
8324947891255931,9638195936355666,undirected
3666357154549659,3547672971050734,undirected
2204782841421432,3823772604133067,undirected
9919214482621635,9975336655023605,undirected
6074823609119433,1786889674911887,undirected
3156942927958240,0080024407634503,undirected
0274178372961922,4231525079449216,undirected
1350166605717268,4418446095942420,undirected
9160098334683413,5616761232930328,undirected
4553476668489344,4018785553615310,undirected
4553476668489344,4018785553615310,undirected
5386062931435896,7116144690986974,undirected
1096941114079527,1350166605717268,undirected
3992443023418750,4455461576886254,undirected
3992443023418750,2259972571280670,undirected
3992443023418750,7552747227876113,undirected
4455461576886254,2259972571280670,undirected
4455461576886254,7552747227876113,undirected
2259972571280670,7552747227876113,undirected
5461298675563346,3459490150327226,undirected
2635292088828520,4736160233231094,undirected
4966250654143157,9487149052862292,undirected
8482879593346361,1890215543234184,undirected
5386062931435896,7116144690986974,undirected
4101562077663619,3313511334783986,undirected
2381192998577858,1603069013244489,undirected
2038805993153668,4061046484302161,undirected
1603069013244489,2381192998577858,undirected
1786889674911887,3196088341529197,undirected
1786889674911887,8359794088105618,undirected
3196088341529197,8359794088105618,undirected
5386062931435896,7116144690986974,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
2381192998577858,1603069013244489,undirected
8709856465061922,1573568521807396,undirected
1424808046858622,2050632960242405,undirected
2869687324631074,3355141192938134,undirected
7991639920353853,5623264732330013,undirected
4101562077663619,3313511334783986,undirected
9107895746529145,7992017963907407,undirected
3992443023418750,7281894092151793,undirected
3992443023418750,6957137524391237,undirected
3992443023418750,2259972571280670,undirected
7281894092151793,6957137524391237,undirected
7281894092151793,2259972571280670,undirected
6957137524391237,2259972571280670,undirected
9334825640676043,7116144690986974,undirected
2763241614261951,1423739481002930,undirected
2204207812156880,5212837629822557,undirected
5212837629822557,2204207812156880,undirected
8482879593346361,1890215543234184,undirected
2428482958068947,4115142289440616,undirected
4101562077663619,3313511334783986,undirected
5386062931435896,7116144690986974,undirected
6172444596432896,2918031968780363,undirected
5386062931435896,7116144690986974,undirected
4100059268154953,2918031968780363,undirected
1732335820166339,2256141988015714,undirected
0196062088104144,9334825640676043,undirected
0196062088104144,7116144690986974,undirected
9334825640676043,7116144690986974,undirected
9121022613112821,8370755863930866,undirected
0768228862894125,6016939643737383,undirected
4245795847992951,5554403984004797,undirected
1691091944443667,9620693833157419,undirected
2050632960242405,1424808046858622,undirected
6991802488982626,2790322814354811,undirected
6991802488982626,2790322814354811,undirected
2028194865995189,0504902111633621,undirected
9030393989484539,2866115540587859,undirected
9030393989484539,2866115540587859,undirected
9030393989484539,2866115540587859,undirected
9121022613112821,3283598158176491,undirected
9121022613112821,3283598158176491,undirected
2381192998577858,1603069013244489,undirected
5240057556076011,2039484969238906,undirected
3790201696145434,2171782600728348,undirected
8181788948588711,3470631281527496,undirected
2294939956078737,7736718825083074,undirected
9919214482621635,9975336655023605,undirected
0274178372961922,4231525079449216,undirected
6249204214353931,2866115540587859,undirected
3612754707916354,4234360237099660,undirected
7552747227876113,0196062088104144,undirected
7552747227876113,9334825640676043,undirected
0196062088104144,9334825640676043,undirected
3026883089369751,9070169199863154,undirected
3697205933296303,1424808046858622,undirected
5455455290915823,1627594508204285,undirected
8482879593346361,1890215543234184,undirected
3105496771923450,1202381136297513,undirected
3105496771923450,4841367350910524,undirected
1202381136297513,4841367350910524,undirected
5370402791671277,4194875028507925,undirected
3460324370874535,7356987381643055,undirected
3196088341529197,8359794088105618,undirected
7992017963907407,0193920171889480,undirected
3992443023418750,7552747227876113,undirected
2323085679807602,2866115540587859,undirected
3790201696145434,2171782600728348,undirected
2571118228946592,5400489253573249,undirected
4101562077663619,3313511334783986,undirected
4101562077663619,3313511334783986,undirected
2028194865995189,0504902111633621,undirected
3986808120771884,8226609855788662,undirected
8799874202876700,6438633094553520,undirected
6865109198908134,5240057556076011,undirected
6865109198908134,2039484969238906,undirected
5240057556076011,2039484969238906,undirected
9030393989484539,4300374710235171,undirected
2435246122515176,0799322864183147,undirected
8388647606855323,2000268908146570,undirected
0274178372961922,4231525079449216,undirected
9352141379363877,8248984158865213,undirected
1786889674911887,3196088341529197,undirected
8324947891255931,9638195936355666,undirected
5455455290915823,1627594508204285,undirected
5743629677370747,2987365611746759,undirected
3592519619015864,4174563154736642,undirected
4638191438691207,3434512478247756,undirected
3434512478247756,4638191438691207,undirected
9121022613112821,3283598158176491,undirected
6408169127073219,8152477449159336,undirected
9919214482621635,9975336655023605,undirected
9121022613112821,3283598158176491,undirected
9121022613112821,9003227735210843,undirected
9121022613112821,7116144690986974,undirected
3283598158176491,9003227735210843,undirected
3283598158176491,7116144690986974,undirected
9003227735210843,7116144690986974,undirected
2603615490605090,1697544939230109,undirected
6603846176805901,6552120101074110,undirected
6603846176805901,6552120101074110,undirected
1249821049589400,0390877386572540,undirected
0196062088104144,7116144690986974,undirected
2571118228946592,1505814835374901,undirected
2763241614261951,1484808558396980,undirected
2763241614261951,5823505442014380,undirected
2763241614261951,9037851096639400,undirected
2763241614261951,8540039840052671,undirected
1484808558396980,5823505442014380,undirected
1484808558396980,9037851096639400,undirected
1484808558396980,8540039840052671,undirected
5823505442014380,9037851096639400,undirected
5823505442014380,8540039840052671,undirected
9037851096639400,8540039840052671,undirected
9919214482621635,9975336655023605,undirected
2204782841421432,3823772604133067,undirected
3156942927958240,0080024407634503,undirected
4101562077663619,3313511334783986,undirected
8709856465061922,1573568521807396,undirected
1573696350142408,0943676308486509,undirected
7421096523152034,2059106275042599,undirected
1573696350142408,0943676308486509,undirected
9685650160848554,1987947293769450,undirected
7992017963907407,3818385640376862,undirected
7992017963907407,3818385640376862,undirected
7992017963907407,3818385640376862,undirected
5370402791671277,4194875028507925,undirected
6830890364021965,0356105882396787,undirected
6830890364021965,4234360237099660,undirected
0356105882396787,4234360237099660,undirected
1295830096050244,6000555130897973,undirected
7116144690986974,5554403984004797,undirected
1987947293769450,9685650160848554,undirected
3697205933296303,2050632960242405,undirected
1573696350142408,0943676308486509,undirected
9835944306956139,9494858512482573,undirected
1811798221105264,6028875897440363,undirected
6830890364021965,7045841310190812,undirected
7610691318634782,6871612427592192,undirected
5212837629822557,2204207812156880,undirected
2519163473716513,0508324195650992,undirected
3986808120771884,8226609855788662,undirected
9121022613112821,3283598158176491,undirected
6035163986454590,6333103797696863,undirected
3790201696145434,2171782600728348,undirected
3215782256761546,6961580388113058,undirected
3215782256761546,7593401056686943,undirected
6961580388113058,7593401056686943,undirected
3196088341529197,8359794088105618,undirected
1739997490142452,2190849183511530,undirected
1739997490142452,1732335820166339,undirected
1739997490142452,3331091276265413,undirected
1739997490142452,3331091276265413,undirected
2190849183511530,1732335820166339,undirected
2190849183511530,3331091276265413,undirected
2190849183511530,3331091276265413,undirected
1732335820166339,3331091276265413,undirected
1732335820166339,3331091276265413,undirected
6172444596432896,2918031968780363,undirected
3157052111423047,2688867254405717,undirected
1505814835374901,3878257500364079,undirected
9919214482621635,9975336655023605,undirected
1096941114079527,4418446095942420,undirected
2571118228946592,6991802488982626,undirected
6552120101074110,3434512478247756,undirected
6603846176805901,6552120101074110,undirected
1244921142436160,7814534710550639,undirected
9121022613112821,7814534710550639,undirected
1424808046858622,2050632960242405,undirected
4966250654143157,9487149052862292,undirected
2294939956078737,6199139615372921,undirected
3726906309882939,5246036827089404,undirected
7736718825083074,1752637073425909,undirected
3251775617012106,0831870858607940,undirected
3251775617012106,3818385640376862,undirected
0831870858607940,3818385640376862,undirected
1108446279263711,3565618106744402,undirected
3576610407552041,9223246246143138,undirected
9121022613112821,7814534710550639,undirected
4234360237099660,3612754707916354,undirected
2157931644264644,1461691340789140,undirected
9121022613112821,7814534710550639,undirected
9121022613112821,3283598158176491,undirected
9121022613112821,3283598158176491,undirected
0799322864183147,9503590477083354,undirected
3992443023418750,7552747227876113,undirected
5455455290915823,1627594508204285,undirected
4045097122040527,0100663725029740,undirected
5212837629822557,2204207812156880,undirected
3992443023418750,4455461576886254,undirected
5386062931435896,7116144690986974,undirected
0121030502015990,0733931828123217,undirected
6301401714714951,3790201696145434,undirected
4245795847992951,5554403984004797,undirected
3460324370874535,2132033120487705,undirected
4208847621549079,7189047185126427,undirected
8324947891255931,9638195936355666,undirected
0274178372961922,4231525079449216,undirected
5461298675563346,3459490150327226,undirected
1786889674911887,3196088341529197,undirected
1955313077111684,1715387197125009,undirected
1682809920110401,1238291555344956,undirected
1682809920110401,2413762536332614,undirected
1682809920110401,2132033120487705,undirected
1238291555344956,2413762536332614,undirected
1238291555344956,2132033120487705,undirected
2413762536332614,2132033120487705,undirected
3026883089369751,9070169199863154,undirected
2050632960242405,1424808046858622,undirected
4966250654143157,9487149052862292,undirected
4966250654143157,9487149052862292,undirected
4966250654143157,9487149052862292,undirected
9487149052862292,4966250654143157,undirected
9487149052862292,4966250654143157,undirected
4966250654143157,9487149052862292,undirected
4966250654143157,9487149052862292,undirected
9487149052862292,4966250654143157,undirected
4966250654143157,9487149052862292,undirected
7421096523152034,5736260321177710,undirected
8679269715429234,0364854177234233,undirected
9512798757714471,9511963201042979,undirected
2171782600728348,3790201696145434,undirected
3233683706295801,3462534255321209,undirected
6277677816402902,0121030502015990,undirected
3233683706295801,3462534255321209,undirected
4934593244053582,2212701427166337,undirected
9919214482621635,9975336655023605,undirected
4101562077663619,3313511334783986,undirected
8324947891255931,9638195936355666,undirected
4101562077663619,3313511334783986,undirected
8324947891255931,9638195936355666,undirected
5212837629822557,2204207812156880,undirected
1527384914713614,5520375586616162,undirected
6603846176805901,6552120101074110,undirected
4576022426131539,9701810020628611,undirected
3664542068808127,4208847621549079,undirected
3664542068808127,7189047185126427,undirected
4208847621549079,7189047185126427,undirected
8672011039222476,1422885508299195,undirected
5485211734426345,5453814076903614,undirected
5485211734426345,5453814076903614,undirected
5453814076903614,5485211734426345,undirected
5453814076903614,5485211734426345,undirected
0799322864183147,9503590477083354,undirected
7954306640249801,8271376155025987,undirected
3986808120771884,8226609855788662,undirected
0696740588965476,4705450652848752,undirected
0696740588965476,0011551326068336,undirected
0696740588965476,5695745490223689,undirected
4705450652848752,0011551326068336,undirected
4705450652848752,5695745490223689,undirected
0011551326068336,5695745490223689,undirected
1096941114079527,1350166605717268,undirected
1096941114079527,4418446095942420,undirected
1350166605717268,4418446095942420,undirected
0816796365650938,9947014630841150,undirected
9008546825562439,1117888952173739,undirected
4101562077663619,3313511334783986,undirected
1383760348242032,7971746186284183,undirected
1383760348242032,7971746186284183,undirected
2028194865995189,0504902111633621,undirected
1527384914713614,5520375586616162,undirected
3196088341529197,0746844511320579,undirected
3196088341529197,8359794088105618,undirected
0746844511320579,8359794088105618,undirected
2435246122515176,0799322864183147,undirected
9030393989484539,4300374710235171,undirected
9030393989484539,4300374710235171,undirected
4300374710235171,9030393989484539,undirected
4300374710235171,9030393989484539,undirected
5215475207708816,0588130336509809,undirected
4234360237099660,3612754707916354,undirected
3542404285819449,2132033120487705,undirected
0536970443232460,1731908722522643,undirected
7577772992777777,5099817020818497,undirected
5620090660136938,3666357154549659,undirected
5620090660136938,3547672971050734,undirected
5620090660136938,0508324195650992,undirected
5620090660136938,0775094124722433,undirected
5620090660136938,2519163473716513,undirected
5620090660136938,9405295954097815,undirected
5620090660136938,0011551326068336,undirected
5620090660136938,9471729317633233,undirected
3666357154549659,3547672971050734,undirected
3666357154549659,0508324195650992,undirected
3666357154549659,0775094124722433,undirected
3666357154549659,2519163473716513,undirected
3666357154549659,9405295954097815,undirected
3666357154549659,0011551326068336,undirected
3666357154549659,9471729317633233,undirected
3547672971050734,0508324195650992,undirected
3547672971050734,0775094124722433,undirected
3547672971050734,2519163473716513,undirected
3547672971050734,9405295954097815,undirected
3547672971050734,0011551326068336,undirected
3547672971050734,9471729317633233,undirected
0508324195650992,0775094124722433,undirected
0508324195650992,2519163473716513,undirected
0508324195650992,9405295954097815,undirected
0508324195650992,0011551326068336,undirected
0508324195650992,9471729317633233,undirected
0775094124722433,2519163473716513,undirected
0775094124722433,9405295954097815,undirected
0775094124722433,0011551326068336,undirected
0775094124722433,9471729317633233,undirected
2519163473716513,9405295954097815,undirected
2519163473716513,0011551326068336,undirected
2519163473716513,9471729317633233,undirected
9405295954097815,0011551326068336,undirected
9405295954097815,9471729317633233,undirected
0011551326068336,9471729317633233,undirected
9919214482621635,9975336655023605,undirected
0373218283700156,7029366093643246,undirected
0373218283700156,7029366093643246,undirected
0373218283700156,7029366093643246,undirected
0373218283700156,7029366093643246,undirected
6830890364021965,7045841310190812,undirected
8324947891255931,9638195936355666,undirected
0775094124722433,0508324195650992,undirected
8388647606855323,2000268908146570,undirected
1096941114079527,1350166605717268,undirected
8324947891255931,9638195936355666,undirected
0830444824433621,9298544294588050,undirected
2571118228946592,0745822973186163,undirected
3105496771923450,9471729317633233,undirected
0806893389732831,3589509124692687,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
0080024407634503,3156942927958240,undirected
0080024407634503,3156942927958240,undirected
0080024407634503,3156942927958240,undirected
0080024407634503,3156942927958240,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
0080024407634503,3156942927958240,undirected
0080024407634503,3156942927958240,undirected
0080024407634503,3156942927958240,undirected
3156942927958240,0080024407634503,undirected
3156942927958240,0080024407634503,undirected
