source,target,type
9175781432658392,4757778767115921,undirected
3027574581399092,9461707454019533,undirected
9461707454019533,4001544191185131,undirected
5215475207708816,4250049317638583,undirected
4250049317638583,9833903206987713,undirected
4250049317638583,5215475207708816,undirected
4250049317638583,5215475207708816,undirected
4250049317638583,5215475207708816,undirected
8884787458513176,3260093513061515,undirected
8884787458513176,3260093513061515,undirected
